,4
Reclass from NJ C1446 P9493;,1
Reclass from NYS N4206 D8525 1936;,1
Reclass from Geneal. P7715cah;,1
Reclass from HT168.N5 S38p 1959;,1
reclass from Arts P7 G1925;,1
Reclass from Geneal. Ab353a on card.;,1
Reclass from Geneal. Ind. B4525;,1
Reclass from Geneal. Si625sr;,1
reclass from CS71.G864 1885;,1
reclass from Arts G5 P3825g;,1
Reclass from R/A Sh395;,1
Reclass from PZ3 .C197 Cib;,1
reclass from NYS N4206 V5625;,1
Reclass from Black History SL525 4th ed.;,1
reclass from Stacks VM455.S43 1973;,1
Reclass from R/A B8325;,1
Reclass from NYS Up75;,1
Reclass from NYS R66 Sco84;,1
Reclass L I St72 R5105;,1
Reclass from L I Sm69 Sm615;,1
reclass from Vit Rec PA Erie Co.;,1
Reclass from PZ7.R7193;,1
reclass from Geneal. Am615s;,1
reclass from CS71.A74 1902;,1
reclass from NJ P2126 R1593;,1
Reclass from NJ P9357 P9357m;,1
Reclass from NYS R395 C1785;,1
Reclass from Arts A4 W5765;,1
reclass from HE5634.N58 N49 1956;,1
Reclass from Black Hist. J6335;,1
Reclass from CS71 .W667 1889;,1
reclass from Spec Coll R/A UA15.M33 1860;,1
reclass from Vit Rec NYS Ticonderoga;,1
Reclass from NYC N4205 P8;,1
Reclass from Upstairs TG25.N5 T74 1967;,1
reclass from geneal. P7315p 1st ed.;,1
Reclass from FOL NYC R5905;,1
Reclass from Geneal. Sm518s;,1
reclass from bx4603.b7 s25 1900;,1
reclass from PN6101 .W35 1930;,1
Reclass from Geneal. Ind. Ap575;,1
Reclass from Geneal. Sp 689c;,1
Reclass from CS71.C541 1920s;,1
Reclass from CS71.C525 1893;,1
Reclass from Geneal. M3555p;,1
Reclass from Vault W2775w;,1
Reclass from PZ3 .M816 Res;,1
Reclass from Geneal. P1825tp 3rd ed.;,1
Reclass from Fol. Arts D9 H2135;,1
reclass from NJ C1446 G5433;,1
reclass from Geneal. B1135;,1
Reclass from Black Hist. J3335m;,1
reclass from NJ 4225 Sa2406a;,1
reclass from Geneal. B3531;,1
Reclass from NJ M7643 D7313;,1
reclass from NYC Sm675;,1
Reclass from Geneal. St446sk (descr.);,1
Reclass from PZ3 .E438 Pic;,1
Reclass from Geneal. D9845r;,1
Reclass from Am Rev P8455;,1
Reclass Z688.L8 T48;,1
Reclass from NYS Ox2 C9455;,1
reclass from Geneal. B34311b;,1
reclass from NJ W5775 W5695;,1
Reclass from Geneal. Coll. H7165;,1
Reclass from CT275.C3662 R48;,1
reclass from Vit Rec NYS Baldwin Place;,1
Reclass from Vault T3725;,1
Reclass from Geneal. Sh432r;,1
reclass from bx5980.b7 c47 1896;,1
Reclass from NYS Ea7 C6545;,1
reclass from TG25.N53 H49p 1883;,1
reclass from PZ3.Id25 Br;,1
Reclass from Am Rev Et755;,1
Reclass from NJ G7387 St492;,1
Reclass from PZ3.S222 Pac;,1
reclass from NYS N514 P8345c;,1
reclass from Vit. Rec. NJ Demarest;,1
reclass from PZ3.H113 Oth;,1
Reclass from PZ3.N337 Imm bk.1;,1
Reclass from Black Hist. H1455;,1
Reclass from Fol. TE228.3.P37 1944;,1
Reclass from Geneal. H1585hw;,1
reclass from Geneal. An231aw 1936;,1
Reclass from Geneal. Sm685j;,1
"reclass from CS71 ,C129 1908;",1
Reclass from Geneal. P3128t;,1
reclass from NYS D7445;,1
reclass from NYS F6295;,1
reclass from NYS F6415hi vol.1;,1
Reclass from NJ M7884 D3402m;,1
reclass from US Col. Hist. W9335;,1
Reclass from CS71.B384 1929;,1
reclass from Vit Rec NYS Cattaraugus;,1
reclass from NYS Or1 Ea325;,1
reclass from Vit Rec NYS NYC;,1
reclass from R/A HD1251.D4 1842;,1
Reclass from PZ3 .E21 S;,1
reclass from NYS W361 W3615;,1
Reclass from LI W18 F7475;,1
Reclass from Am Rev Ee535g;,1
Reclass from Vault C7915;,1
Reclass from PN6101 .C53 1876;,1
Reclass from Geneal. Guides M6295;,1
Reclass from NYS C18 Am355;,1
Reclass from Arts A4 L1675;,1
Reclass from L.I. M5765;,1
reclass from NJ H9195 D3493;,1
reclass from CS71.H15 1899;,1
Reclass from NYS AL13 T6635;,1
Reclass from NYS C297 M3145;,1
Reclass from F127.L8 N49 1879 c.2;,1
reclass from NJ N4203 H6292a;,1
Reclass from CS71.C19 1896;,1
Reclass from Vit Rec L.I. L8515h;,1
reclass from geneal AL538p;,1
Reclass from Geneal. P8715rp;,1
reclass from Queens Q323q;,1
Reclass from Geneal. CS71 .P224 1896;,1
Reclass from Vault T6365;,1
Reclass from CS71 .P362 1878;,1
Reclass from Geneal. W1387w;,1
reclass from PZ3.C5487 Up;,1
reclass from NYS U17 C7365;,1
Reclass from NYS Or4 R5415;,1
Reclass from L.I. W85 Ar165;,1
reclass from NJ Sa3204 C8443gd;,1
reclass from NYS W17 H6295;,1
reclass from NJ T7243 St898h;,1
Reclass from Upstairs BX9531.B7 G7 1878;,1
Reclass from Geneal. P4425b;,1
reclass from Vit. Rec. NYS Fredericksburg;,1
Reclass from PZ3 .Or875 C;,1
Reclass from Vit Rec NYS Sidney;,1
reclass from NJ P4337 W5875;,1
Reclass from NYS W522 W5225;,1
reclass from arts p7 se565;,1
reclass from geneal. P5565p;,1
Reclass from NYS P696 H6295;,1
Reclass from Am Rev M9645;,1
reclass from Arts D9 H7665;,1
Reclass from HE371.A3 S5;,1
reclass from closed stack PM601 .T66;,1
Reclass from Black Hist. T4275;,1
reclass from L.I. Ea77 G2895;,1
reclass from NYS Ad47 H3445;,1
reclass from Vit Rec NYS Dover Furnace;,1
Reclass from FOL NYC F3275;,1
Reclass from NYS Sch28 W5285;,1
reclass from Geneal. B3411w;,1
reclass from NJ St243t;,1
Reclass from CS71.B4405 1911;,1
reclass from geneal. Sh614s;,1
Reclass from Geneal. Sh435h;,1
Reclass from Vault Ev145;,1
reclass from geneal. Au625a;,1
reclass from Geneal. P7825p;,1
reclass from NYS C425 Sa975p;,1
Reclass from Geneal. P9315gw;,1
Reclass from GR105 .S4;,1
Reclass from NYS AL13 Sp745d;,1
reclass from NYS G85 Sp3205;,1
Reclass from CS71.S89 1933;,1
Reclass from NYC B2259w;,1
reclass from Vital Records NYS West Fulton;,1
Reclass from Ref Fol. F129.B7 P77 1956;,1
reclass from PZ3.B459 Le;,1
reclass from Vit. Rec. NYS Marlboro;,1
Reclass from NYS Sy81 C9125;,1
reclass from NJ F8763 F8763hs;,1
Reclass from Geneal. Sh445sd;,1
Reclass from LI N5455;,1
Reclass from Vit Rec NYS Hopewell;,1
Reclass from NYC At635;,1
reclass from PZ3.T834 Key 1990;,1
Reclass from Arts A4 L3485e;,1
reclass from bx6480.n58 r58;,1
Reclass from Geneal. Sh585s;,1
Reclass from Arts D1 B7585;,1
Reclass from Vault C8185;,1
reclass from NYS Ad47 M9665;,1
Reclass from Geneal. B8463br;,1
Reclass from NYC J7644;,1
Reclass from Vault D4565;,1
reclass from NJ So5403 M5634f;,1
reclass from Geneal. So895d;,1
Reclass from Z5313.S4 F4;,1
Reclass from Geneal B2414b;,1
Reclass from Census NewYork 1840;,1
Reclass from Geneal. Sh436l;,1
reclass from LI Sa18 W6925;,1
Reclass from F67 .F57 1868;,1
reclass from NYS D3625;,1
reclass from Fol. PN6101 .V56 1895;,1
Reclass from NYS Or1 R5435;,1
reclass from geneal. Ar255a;,1
Reclass from NYS R58 Or305;,1
Reclass from Z8971.5 .S76;,1
Reclass from Geneal B2213b;,1
reclass from CS71.C275 1931;,1
reclass from CS71 .C3 1883;,1
Reclass from Z1501 .C6;,1
Reclass from CD950.M36;,1
reclass from NYS Un3 Un305;,1
reclass from Geneal. H1845m;,1
Reclass from Upstairs KFN5752 .A3 1850;,1
Reclass from R/A N4208m;,1
Reclass from FOL NYC M4895;,1
reclass from NYS B9645;,1
reclass from Geneal. So895s;,1
Reclass from NYS W299 W6675;,1
Reclass from NYC L8144;,1
Reclass from Geneal B8151b;,1
Reclass from NYS M4205;,1
Reclass from Geneal. Sp721kb;,1
reclass from Arts B5 OL55o 1928;,1
Reclass from LI Z805;,1
reclass from NYS M8375;,1
reclass from Geneal. P5185h;,1
reclass from NYS R58 Sp315;,1
Reclass from BX9843.C43 T53 1902;,1
reclass from Am. Rev. Sm685;,1
reclass from NA6243.B7 W5 W56 1928;,1
reclass from Arts D2 Sa135a;,1
Reclass from HT177.B7 K73p 1974;,1
reclass from NYS W25 Sm585;,1
Reclass from NJ H7575 v.3;,1
Reclass from Vault W5935j;,1
Reclass from L I C67 C6738;,1
Reclass from Geneal. AL246a;,1
reclass from CS71.V2796 1996;,1
reclass from PZ3.H724 Sam 1911;,1
Reclass from Geneal. Sm617p;,1
reclass - did not have call #;,1
Reclass from NYC L9947;,1
Reclass from NYS OR1 Ak375;,1
reclass from NJ Sc8105 As6905;,1
Reclass from NYC C6935m;,1
Reclass from Geneal. Sm515b;,1
reclass from Arts D1 F7185;,1
Reclass from Geneal Guides B3333;,1
Reclass from Geneal. Sh472ba;,1
Reclass from NJ P5434;,1
reclass from Census Missouri 1830 Jackson County;,1
Reclass from US Col. Hist. M9925;,1
Reclass from FOL NYC M5672;,1
reclass from Geneal. P2235fa;,1
reclass from NJ B3883a;,1
reclass from Arts D7 W4855;,1
reclass from PZ3.C7387 J;,1
reclass from Geneal. St719fc;,1
reclass from PZ3.H797 In;,1
Reclass from NYS Sa32 sa325a;,1
reclass from PZ7.L943 Tr;,1
reclass from NYC census;,1
Reclass from Arts B5 G3665n;,1
Reclass from NYS Un1 V7115;,1
Reclass from Vit Rec NYS Fishkill;,1
Reclass from NJ H1174 C5913;,1
Reclass from Geneal. B3434b;,1
Reclass from Geneal. P4295ap;,1
Reclass from CS71 .W667 1912;,1
reclass from Queens R5485p;,1
Reclass from Geneal. St819s;,1
Reclass from NYS AL13 B6145;,1
reclass from Arts B5 C9365w;,1
Reclass from Geneal. An255aj;,1
reclass from cd950 .s29;,1
Reclass from Am Rev L5 N8255;,1
Reclass from CS71.H22 1899;,1
Reclass from Arts A4 So895;,1
Reclass from Geneal. An241m;,1
Reclass from NYC K8495;,1
Reclass from Am Rev O5 B7115;,1
Reclass from NJ C1277 N8325;,1
reclass from NJR2455 H4693;,1
reclass from R/A B3585;,1
Reclass from Queens K2995;,1
Reclass from Geneal. Sk265sk;,1
Reclass from CS71 .W22 1930;,1
Reclass from NYC C7224;,1
reclass from Am. Rev. J64356;,1
Reclass from TF300.A4;,1
Reclass from CS71.B88 1990;,1
reclass from NJ Sa3204 C8443p;,1
reclass from NYS H78 N2705;,1
Reclass from HE6371 .R5;,1
Reclass from Folio NYS On8 H6295;,1
reclass from NJ P7734 M3125;,1
Reclass from NYS C12 C1285;,1
Reclass from Geneal. Ow255p;,1
reclass from NYS F6415ho;,1
Reclass from Vault C2495;,1
Reclass from Am Rev W6185;,1
Reclass from Arts A1 G2815;,1
reclass from Stacks BX3600.B76 1959;,1
reclass from LI P33 In45;,1
reclass from Vit. Rec. Bridgehampton;,1
reclass from PZ3.B729 Bet;,1
reclass from Arts D9 Un255;,1
Reclass from PN6101 .B78 1888;,1
reclass from Vit. Rec. NYS Johnstown;,1
reclass from NJ Se2504i vol. 2;,1
reclass from Vault T3635a;,1
Reclass fromArts A4 L6275;,1
reclass from NJ So 8705 F5195;,1
"reclass from L,I. Ea77 T6175;",1
Reclass from Ref. Un35em;,1
Reclass from CS71 .P362 1941;,1
reclass from Geneal. P?;,1
Reclass from Geneal. B8142b;,1
reclass from JK271.R7 1912;,1
reclass from Arts D5 C1445;,1
reclass from Am. Rev. P5345;,1
reclass from Geneal. B32195b;,1
Reclass from NJ C3922 P5366;,1
Reclass from Vault Su545;,1
reclass from NYC St255;,1
Reclass from Geneal. Sh614sj;,1
Reclass from NYS W522 C9125;,1
Reclass from CS71 .58382 1891;,1
Reclass VM311.F7 H35;,1
Reclass from NYS N4207 Se115;,1
reclass from NYS AL13 W6625a;,1
Reclass from Geneal B8167bu;,1
Reclass from CS71.C487 1898;,1
Reclass from NYS Ut3 G7535;,1
Reclass from Am Rev V2875s;,1
reclass from Census Arkansas 1850 Sevier County;,1
reclass from Geneal. B2657p;,1
reclass from CS71.C14 1885;,1
reclass from Geneal. St133ss;,1
reclass from NYS Sch27 P3175 1976;,1
Reclass from Geneal. So895s 2nd ed. 1897;,1
reclass from Am. Rev. C1395d;,1
Reclass from Upstairs PZ3 .W596 Lea 1966;,1
Reclass from Am Rev C6175;,1
Reclass from Arts D1 Sa135;,1
Reclass from NJ L4394;,1
reclass from Geneal. M5515mf;,1
reclass from PZ3.S231 Gra;,1
reclass from PZ3.W596 Tr;,1
Reclass from NJ N4225 R5965;,1
reclass from Arts P7 D1355;,1
Reclass from Am Rev Ad185;,1
reclass from Queens Sch785;,1
Reclass from TK2511.U84 1937a;,1
Reclass from PZ3.A217 He;,1
reclass from PZ3.C355 Who;,1
Reclass from CS71 .S5603 1992;,1
Reclass from Geneal. P9356p;,1
reclass from NJ R1826 M5638;,1
reclass from NYS C16 C165m;,1
Reclass from Geneal. F1444f;,1
Reclass from Fol. Arts A1 IL65;,1
Reclass from NYS W31 Sk345;,1
Reclass from Geneal C5539c;,1
Reclass from NJ N4206k;,1
Reclass from CS71 .P8883 1908;,1
Reclass from Geneal. St765f;,1
Reclass from CS71.C462 1862a;,1
Reclass from GV875.B7 .G48;,1
reclass from vit rec nys stone ridge;,1
Reclass from Am Rev O5 B6155;,1
Reclass from Geneal Sp721sf;,1
Reclass from Vault M5415;,1
reclass from geneal. P2845p 1936;,1
Reclass from Am Rev F7505;,1
reclass from CS71 .C3 1907;,1
Reclass from NYS W521 B2265;,1
Reclass from Geneal P9315c;,1
reclass from NYS Sy81 W6725;,1
Reclass from CS71.C456 1911;,1
Reclass from NYC Sm665;,1
Reclass from Am Rev Sch195;,1
reclass from NJ Sa3204 Si1205h;,1
reclass from Vit Rec NYS Mt. Hope;,1
Reclass from NYS F95 F9595;,1
Reclass from Black Hist. H1375;,1
Reclass from NYS G28 C7635;,1
Reclass from NYS P18 B1365;,1
Reclass from NYS C57 G2625;,1
reclass from NJ F1613 OL175;,1
Reclass from Am Rev N2137;,1
reclass from Census Arkansas 1850 Yell County;,1
Reclass from NYS H3265;,1
reclass from NJ Sw3303 Un35rs;,1
Reclass from Upstairs TD225.B78 B87 1853;,1
reclass from NYS H87 B8325h;,1
reclass from Arts B5 M8635c;,1
Reclass from Amer. Rev. L5 N3385;,1
Reclass from NYS Or5 Si265;,1
Reclass from NJ L3514;,1
Reclass from L.I. B75 D9955 supp.;,1
Reclass from NYC B4505;,1
Reclass from NYS C78 F2295;,1
Reclass from Black Hist. H8735;,1
Reclass from Vault Sm535;,1
reclass from Arts D7 G1315;,1
reclass from NYS H869 F9635;,1
Reclass from NYS M6135;,1
Reclass from NYC M1237;,1
Reclass from Z8477.4 .B5 1992;,1
Reclass from Geneal. Coll. C7185;,1
reclass from Vault F6755;,1
reclass from Geneal. 38061b;,1
Reclass from Vit Rec NYS Stephentown;,1
Reclass from Geneal. P5395ct;,1
reclass from geneal. B1892bt;,1
Reclass from Vault C2645ca;,1
reclass from NYS Ut3 Ut305fr;,1
Reclass from Geneal. P5525c;,1
Reclass from Geneal. P1415ha;,1
Reclass from Geneal. W6762w;,1
reclass from Geneal. Ar227w;,1
Reclass from Geneal. Si585r;,1
Reclass from F594 .B38 1866;,1
Reclass from Arts A4 S5355;,1
Reclass from NYS H99 N4825;,1
Reclass from BV663.B47 H57 1934;,1
Reclass from NYC R6776 1910;,1
reclass from NYS N811 D2545;,1
Reclass from CS71 .P914 1874b;,1
Reclass from NJ At633 H1436;,1
Reclass from F129.B7 B26;,1
reclass from CS71.H15 1900;,1
Reclass from Geneal. Ad113a;,1
Reclass from Geneal. Sp255s;,1
reclass from PZ3.S6145 Isl;,1
reclass from E263.N84 B3;,1
Reclass from NYC W1523;,1
reclass from PZ3.C355 Adv;,1
Reclass from Geneal. Sp331sw;,1
Reclass from PN6101 .V36 1913;,1
Reclass from Fol. E281.U54 1900b;,1
Reclass from Am Rev B7636;,1
Reclass from Ref. Bklyn M3448;,1
reclass from Arts D9 F5195;,1
Reclass from Geneal. G8345g;,1
Reclass from NJ N3385so;,1
Reclass from NJ G8930;,1
Reclass from Am Rev H2825;,1
Reclass from Geneal. St455sa v.2;,1
Reclass from Geneal. Ay241h;,1
reclass from NYS Sy81 Sy815c;,1
reclass from NYS H65 T8575;,1
reclass from NYS W52 G9415;,1
Reclass from NYC Ir85;,1
reclass from L.I.L57 EL595;,1
reclass from Geneal. H (P.V. 17 on spine);,1
Reclass from Z710.B7 S55;,1
reclass from L.I. M3165;,1
reclass from NYS H1925;,1
reclass from Vit Rec PA Trappe;,1
Reclass from Geneal. M5223s;,1
reclass from NJ L1497 M8582;,1
Reclass from R/A M6945;,1
Reclass from TA140.R7 S8;,1
Reclass from Arts D3 C7865;,1
reclass from Arts D7 C9815;,1
Reclass from Geneal. Sm647s;,1
reclass from Arts B5 F9595k;,1
reclass from NYS C8105;,1
Reclass from F128.4 .O43 1833;,1
Reclass from Geneal. OL455a;,1
Reclass from Geneal. Ab225a on card.;,1
Reclass from Black Hist. L7375;,1
reclass from NJ P2733 F5197;,1
reclass from Fol. PN6101.L69 1930;,1
Reclass from NYS G28 B3925;,1
Reclass from NYS U17 Sy575;,1
reclass from NYS F8305dy;,1
Reclass from PZ3.A513 U;,1
Reclass from Vit Rec NYS Sharon Springs;,1
Reclass from Geneal. Sm795s;,1
Reclass PZ3.T274 Nem;,1
reclass from Vit. Rec. NJ Lakehurst;,1
reclass from NYS D2305;,1
reclass from Arts D8 C4625e;,1
reclass from Fol. Arts A4 B4725w;,1
Reclass from Geneal. P9317p;,1
reclass from NJ P9357 W6733;,1
reclass from Geneal. B3872h;,1
reclass from NYC G8425;,1
reclass from Vit. Rec. NYS Mamaroneck;,1
reclass from NYS K618 K6185k;,1
Reclass from PZ3.V288 Sad 1911;,1
reclass from u.s. col hist M8225;,1
reclass from geneal. St7685sj;,1
Reclass from Geneal. Coll. Am355 v.11;,1
reclass from Geneal. B3142;,1
Reclass from Geneal. H1305m;,1
Reclass from Fol. TF847.N58 I6 1969;,1
Reclass from CT275.D682 N45;,1
Reclass from Geneal. W1557y;,1
reclass from E184.I6 K4;,1
Reclass from PZ3.P2513 Q;,1
Reclass from Geneal. P6975gLp;,1
Reclass from NYC T4715;,1
reclass from bv652.3 .b7 1915;,1
Reclass from CS71.B6564 1996 c.2;,1
Reclass from Geneal. H1815ahf;,1
Reclass from NYC W8925i;,1
Reclass from Geneal. P3865gc;,1
reclass from CS71 .C332 189-?;,1
reclass from R/A R9575;,1
Reclass TC375.S58;,1
Reclass from Geneal. M5515p;,1
Reclass from NYS C88 R6895;,1
reclass from ce73.b76 1912;,1
reclass from Vit Rec NYS Clarkstown;,1
Reclass from NYS W522 H1805;,1
reclass from Arts D4 St515 1982;,1
Reclass from NJ Su8203 B8846;,1
Reclass from NYC Scu465;,1
reclass from bx9531.b7 w45;,1
Reclass from LI Su29 B4715;,1
Reclass from Vault B6575s;,1
Reclass from Arts B5 B7295h;,1
Reclass from Geneal. P7715h;,1
Reclass from NYS C78 C785cf;,1
reclass from HE5784.N58 C65 1849;,1
Reclass from NJ En358 H8856;,1
reclass from PZ3.H36 Sno 1997;,1
Reclass from V815.3.C53 1914;,1
reclass from Arts B5 D2495k;,1
reclass from NYS G286 F5195;,1
Reclass from Geneal. Coll. Sa925 v.2;,1
Reclass from NYC T6365;,1
reclass from NYS N428 Un15;,1
Reclass from NYS B39 H4325;,1
reclass from NYS G28 N8115;,1
Reclass from Geneal. W6758e;,1
Reclass from PZ3.B27 Cec;,1
Reclass from NJ M7528 P2263;,1
Reclass from GV875.B7 B3;,1
Reclass from Geneal. Sm627s;,1
reclass from NJ P1767 P1767a;,1
Reclass from NYS D95 D9515;,1
Reclass from Geneal. P2295pc;,1
reclass from BV2060.S762 1897;,1
Reclass from F128.3 .A74 1934;,1
closed stack reclass from ct101.b76 s66;,1
reclass from NYS 6835;,1
reclass from NYS AL13 M9275a;,1
Reclass from PZ3.R723 Un;,1
Reclass from Black Hist. Am235t;,1
Reclass from Geneal. W1476sL;,1
Reclass from CD950.W37;,1
reclass from TC771.K73;,1
Reclass from Geneal. P4195pp;,1
Reclass from NYS On3 H9265;,1
Reclass from NJ N3386c;,1
Reclass from Am Rev R5455;,1
Reclass from Am Rev C6305;,1
reclass from PS2706.D4;,1
Reclass from NYC W2205;,1
Reclass from D770.P6;,1
Reclass T785.C1 G5;,1
Reclass from NYS Av75 G2865;,1
Reclass from R/A P9605a;,1
Reclass from Geneal. B284131b;,1
Reclass from PN6101.D384 1915;,1
Reclass from Geneal. Guides H8355 1986;,1
reclass from NYC N4205 A23;,1
Reclass from Upstairs TD225.B7 H43 1884;,1
Reclass from Geneal. Ac577a vol.3;,1
Reclass from Geneal. St673wj;,1
Reclass from R/A N4203b;,1
reclass from Vital Records NY State?;,1
reclass from E184.S3 M14;,1
Reclass from NYC C23;,1
Reclass from FOLIO NYS U17 D3795;,1
Reclass from NYC Un37;,1
Reclass from Vault H5455;,1
reclass from Census Iowa 1840;,1
reclass from geneal. Ar225a;,1
Reclass from Geneal. P3805sj;,1
Reclass from LI N8115;,1
Reclass from TP555.V86;,1
reclass from Geneal. Sco839jm;,1
Reclass from NYC T6655;,1
Reclass from Vault Ed965;,1
Reclass from Geneal. Si395h;,1
reclass from NYS G7945;,1
reclass from geneal. At951n;,1
Reclass from PZ3.M369 Br c.2;,1
reclass from arts p7 w2125;,1
reclass from SI;,1
reclass from Arts D9 F4965;,1
Reclass from NYS W299 W4425;,1
reclass from Folio Vault R1495;,1
Reclass from NYS AL29 C5785;,1
Reclass from PN6101 .S748 1992;,1
reclass from Geneal. P3685pw suppl. 2;,1
reclass from Geneal. St286b;,1
reclass from Geneal. M5515c;,1
Reclass from Geneal. W6611p;,1
reclass from Arts B5 B2355p;,1
Reclass from CS71.F538 1896;,1
Reclass from NJ L8504 So544;,1
reclass from geneal. H1555hp;,1
Reclass from TS2301.P3 P38 1930;,1
Reclass from NYC B4325;,1
Reclass from Geneal. J7205t;,1
Reclass from Z1236.A1 B4 1942;,1
reclass from NJ Sa5704 Scr3104;,1
Reclass TD223.B5;,1
reclass from NYS N4201 N4201;,1
Reclass from Geneal. K;,1
Reclass from Ref F129.B7 S26p 1988b;,1
Reclass from NYS B312 Se193;,1
Reclass from Geneal. Sm515g;,1
Reclass from NYS M26 C4365;,1
reclass from geneal Ad135a;,1
reclass from LD3081.L36 L66 1860;,1
Reclass from Arts A4 Is35ec;,1
reclass from geneal. P9625r;,1
reclass from NJ P6913 Se8205;,1
reclass from Geneal. Sk345w;,1
Reclass from Geneal Sh474sd;,1
Reclass from F127.K5 D6p 1922 c.2;,1
Reclass from Am Rev D4405;,1
Reclass from NYS N514 G6355;,1
Reclass from NJ H8673 St574;,1
Reclass fromArts A4 R4925;,1
reclass from NJ V7506 An2605;,1
reclass from bx9521.v3;,1
reclass from NJ H2224 H2993;,1
Reclass from Geneal. Sp621b;,1
Reclass from PZ3.P226 C;,1
reclass from Geneal. P4635h;,1
reclass from CS71.P857 1908;,1
Reclass from Vault F8845k;,1
Reclass from NYS W522 H8715w;,1
Reclass from Black Hist. C7625g;,1
reclass from PZ3.V583 Hea;,1
Reclass from R/A M4635;,1
Reclass from Geneal. St325d;,1
Reclass from Census NewYork 1850 NewYork County;,1
Reclass from NYC R2591;,1
Reclass from CS71.C518 1917;,1
reclass from Geneal. P9356rd;,1
Reclass from NYS R58 Os305;,1
Reclass from NYC C3145;,1
Reclass from Am Rev H1175;,1
reclass from NJ B4536 W527i;,1
Reclass from NYS M8658 C3555;,1
Reclass from CS71.C19 1953;,1
Reclass from R/A So135;,1
reclass from Arts D3 W5625h;,1
Reclass from CS71.C498 1858;,1
Reclass from Vault C1325;,1
reclass from NYC H3675;,1
Reclass from NYC As783;,1
reclass from Vit Rec MA Milford;,1
Reclass from PZ3.S89 My;,1
Reclass from Geneal. Coll. N445;,1
reclass from L.I. B76 T5955;,1
reclass from geneal. St761s;,1
reclass from Arts B5 In65iL;,1
Reclass from Geneal. St471b;,1
reclass from LI R52 R5243;,1
Reclass from Geneal. St719bj;,1
Reclass from Geneal. Sp185t;,1
Reclass from F129.B7 B48 1973;,1
reclass from Geneal. P5435m;,1
Reclass from Am Rev M1995;,1
Reclass from CT275.C533 H67;,1
reclass from Vault P9415;,1
reclass from geneal. P2717L;,1
Reclass from Am Rev St895;,1
Reclass from Geneal. St286s;,1
Reclass from Geneal Guides Ot45;,1
Reclass from NYS Sch28 Sch28r;,1
reclass from Census RhdIsl 1850;,1
reclass from NYS P696 W1795 1892;,1
reclass from QA103.W32 1899 pt.1;,1
Reclass from Geneal. Sm515sc;,1
reclass from NJ M7528 Sy653;,1
Reclass from BX5980.B7 S33 1845;,1
Reclass from Geneal. Coll. P9765;,1
reclass from NJ P7734 R2595;,1
Reclass from NYC T5957;,1
Reclass from CS71.C323a;,1
Reclass from NYS G69 S2405;,1
Reclass from Geneal B2521p;,1
Reclass from NYS F87 C8685;,1
reclass from CS71.C130;,1
Reclass from NYS B78 T3615;,1
Reclass from Geneal. H1405gf;,1
Reclass from Fol. PN1995.7.D39 1989;,1
Reclass from Geneal. P7965p;,1
reclass from Vit Rec VA Northumberland Co.;,1
reclass from NYS G8315;,1
reclass from R/A F129.B7R4 1875;,1
Reclass from PZ3.R217 Bra 1873;,1
Reclass from Fol. PZ3.B439p 1931;,1
reclass from VIT REC NYC Sc84 Nat;,1
Reclass from Geneal P9265b 1864;,1
Reclass from Geneal. P4195pa;,1
Reclass from Geneal. Ind. C6775;,1
Reclass from R/A A223 Fir;,1
Reclass from CS71.M57 1885;,1
Reclass from Vault H1185;,1
reclass from CS71.C7 1951;,1
reclass from NYS W319 H8955;,1
Reclass from Geneal. P5445s;,1
reclass from fol nyc e9625;,1
reclass from Geneal. B2755b;,1
reclass from Census Minn 1850;,1
Reclass from NYS P865 H2425;,1
reclass from NJ B9254 A1517;,1
reclass from NYS N514 R2845;,1
reclass from arts s5 h2515b;,1
Reclass from NYC D3245s;,1
reclass from NJ C3262 An265;,1
reclass from CS71 .C487 1928;,1
reclass from Am. Rev. T5975;,1
Reclass from PZ3 .C197 Rhy 1895;,1
reclass from NJ P6875 B8123;,1
reclass from Vit Rec Beacon;,1
Reclass from Vault J3335;,1
Reclass from Vault C2665;,1
Reclass from Arts D1 D7525;,1
Reclass from Am Rev W9315c;,1
reclass from Arts P7 P3745;,1
reclass from Geneal. P25215hdp;,1
reclass from u.s. col. hist. J7245;,1
reclass from r/a bx7260.b7 p59 1873;,1
Reclass from F129.B7 M9;,1
Reclass from Arts B5 B227;,1
Reclass from L I Ea77 H3585h;,1
Reclass from Geneal. OL355bo;,1
reclass from Geneal. P7915h;,1
reclass from NYS R58 H6295;,1
reclass from geneal. J7103jm;,1
reclass from Geneal. B38813c;,1
Reclass from CS71.C114 1968;,1
Reclass from Geneal. Sch6255;,1
Reclass from NYS D95 L4355;,1
Reclass from Geneal. Sh472m;,1
Reclass from Black Hist. H6685;,1
reclass from Black Hist. C1525;,1
reclass from PN6101.L69 1913;,1
reclass from NJ EL488 M3192;,1
Reclass from NYS F777 R2725;,1
Reclass from NJ M752 EL 595 Index;,1
reclass from LI B7915;,1
Reclass from Am Rev W1555;,1
Reclass from Queens C5475;,1
Reclass from Vault B8725;,1
reclass from Vit Rec NYS Doansburg;,1
reclass from NYS H87 F8475;,1
Reclass from Fol. Arts D7 W6325;,1
Reclass from Geneal. St625s;,1
Reclass from PZ3.A973 No;,1
Reclass from Geneal. B2433e;,1
reclass from Geneal.G1685jL;,1
Reclass from Vault R4415 1801;,1
