,5
N11817649,1
N11816103,1
000027524,1
N11827081,1
N11829928,1
N11852907,1
N11857171,1
000027509,1
N11820019,1
N11815544,1
14265000030083,1
N11821304,1
N11815655,1
N11829134,1
000027715,1
N11779358,1
N11868214,1
N11855621,1
N11799103,1
N11800502,1
000027910,1
N11849029,1
N11784708,1
N11859743,1
N11787703,1
N11858026,1
14265000029226,1
N11798566,1
N11859489,1
N11805151,1
N11821091,1
N11796523,1
N11800369,1
N11819786,1
N11809918,1
000027978,1
N11800089,1
N11780244,1
N11807954,1
N11809859,1
N11858485,1
N11836887,1
N11822841,1
N11823189,1
N11830882,1
N11858234,1
14265000018906,1
N11825856,1
N11798281,1
4785507-10,1
4054334-10,1
N11860320,1
14265000028855,1
14265000027261,1
4504131-10,1
N11823670,1
N11777658,1
N11784615,1
N11836974,1
N11857974,1
N11808865,1
N11815950,1
000027702,1
N11777846,1
N11840909,1
N11779167,1
N11783938,1
N11860883,1
N11812767,1
N11866356,1
N11812403,1
N11805609,1
N11824334,1
N11828981,1
N11801562,1
701163-30,1
1094174-30,1
14265000024276,1
N11772318,1
14265000026933,1
N11834954,1
N11779020,1
N11804226,1
N11799205,1
N11822384,1
N11834493,1
N11829162,1
N11797105,1
N11833603,1
N11811642,1
N11821168,1
N11859027,1
N11836786,1
N11821197,1
14265000028608,1
N11827142,1
4380593-10,1
000027767,1
N11804034,1
N11784606,1
2233769-20,1
N11840483,1
N11797220,1
N11859311,1
N11855215,1
N11798142,1
N11802704,1
N11834738,1
N11831410,1
N11859965,1
N11809831,1
N11836508,1
N11827763,1
N11803805,1
N11803050,1
N11855252,1
3463486-10,1
N11807051,1
N11808517,1
N11787676,1
N11807931,1
N11855817,1
N11803566,1
N11779104,1
N11806862,1
N11807563,1
N11805867,1
N11868775,1
N11868665,1
N11803987,1
N11803132,1
N11783473,1
694229-20,1
N11844851,1
N11813389,1
000028215,1
N11812894,1
N11778138,1
14265000029945,1
N11859653,1
4210333-10,1
N11810243,1
N11778620,1
N11800497,1
N11798881,1
N11868470,1
N11814366,1
N11828135,1
N11804885,1
N11859448,1
N11837111,1
N11818021,1
N11848805,1
N11855886,1
N11778862,1
N11806509,1
N11860779,1
14265000027980,1
N11831704,1
N11815926,1
N11821252,1
N11833024,1
N11856200,1
N11804985,1
N11830241,1
N11860876,1
N11820918,1
N11816874,1
N11794737,1
N11819154,1
N11807551,1
N11822430,1
N11793453,1
1297506-30,1
N11860833,1
N11799727,1
000028092,1
N11860786,1
N11799444,1
N11826968,1
N11803542,1
000027607,1
N11829245,1
N11811164,1
N11803060,1
N11803428,1
N11830081,1
N11829966,1
N11829566,1
623871-40,1
N11775843,1
N11799993,1
N11829204,1
N11859888,1
N11797888,1
4785503-10,1
615423-20,1
N11777666,1
N11811078,1
2930159-540,1
403715-30,1
N11826370,1
N11852926,1
N11774033,1
N11800436,1
N11771843,1
N11826569,1
N11782996,1
N11825839,1
N11774430,1
N11834930,1
000028385,1
N11792731,1
N11835543,1
N11836914,1
N11818663,1
N11773782,1
N11801985,1
N11779274,1
N11803386,1
N11802812,1
14265000023336,1
N11855656,1
5061347-10,1
000028589,1
14265000018930,1
N11797713,1
N11859444,1
N11778750,1
N11777304,1
000027739,1
N11828161,1
377961-30,1
N11779509,1
N11868223,1
N11800386,1
N11859745,1
N11798986,1
N11837015,1
4538109-10,1
N11832676,1
N11814743,1
N11797815,1
N11797830,1
N11816862,1
4261253-10,1
N11856177,1
N11807912,1
N11844901,1
N11830439,1
N11865668,1
713253-20,1
N11828545,1
N11832552,1
N11824215,1
N11797534,1
N11798025,1
N11775376,1
N11777589,1
14265000033566,1
N11844573,1
N11860475,1
N11800145,1
N11777377,1
N11784638,1
14265000023385,1
N11807947,1
N11796401,1
N11803344,1
N11819211,1
N11770704,1
6170710-10,1
N11825760,1
N11802938,1
N11861906,1
6256264-10,1
N11824606,1
14265000023203,1
N11811486,1
N11776297,1
N11815580,1
N11814630,1
N11848984,1
N11831042,1
N11805515,1
N11861854,1
000028708,1
N11800098,1
N11804395,1
N11836483,1
N11860698,1
N11804134,1
N11803306,1
N11780085,1
634487-30,1
N11812518,1
N11790723,1
N11784602,1
N11812226,1
N11813310,1
N11772312,1
N11855202,1
N11784179,1
N11812795,1
3575422-10,1
N11795192,1
N11803124,1
N11835465,1
N11803383,1
N11779841,1
N11777448,1
N11815696,1
N11859690,1
N11807198,1
N11811509,1
N11815038,1
N11848815,1
N11818165,1
N11862502,1
N11840670,1
N11830300,1
N11792547,1
N11803121,1
N11779062,1
000028211,1
N11792887,1
N11803429,1
N11817416,1
N11834729,1
N11824331,1
N11804119,1
4494528-10,1
N11824518,1
N11832739,1
N11861313,1
N11861602,1
N11782761,1
14265000024961,1
N11815988,1
N11800370,1
N11844442,1
N11814108,1
000027718,1
N11829086,1
N11807181,1
N11779804,1
N11779549,1
N11796026,1
N11852568,1
N11846499,1
N11775194,1
1529867-20,1
629826-40,1
N11814928,1
N11784382,1
N11823305,1
N11777292,1
N11818728,1
N11802746,1
N11835658,1
678284-20,1
N11815877,1
N11818981,1
N11827582,1
N11857883,1
N11809681,1
N11859517,1
N11848887,1
6256245-10,1
000032916,1
N11864824,1
N11835962,1
000028523,1
N11795197,1
N11794031,1
N11830034,1
3595265-10,1
000027932,1
14265000018773,1
000028058,1
N11777756,1
N11833060,1
N11861892,1
N11793297,1
N11816056,1
3625499-10,1
N11829153,1
N11803447,1
000027787,1
N11836107,1
000028003,1
N11798250,1
N11855568,1
4120828-10,1
N11809848,1
N11803502,1
N11829380,1
14265000021439,1
N11784682,1
N11780561,1
N11794811,1
N11806696,1
N11822438,1
N11774370,1
N11825210,1
6255239-10,1
N11827824,1
N11811592,1
N11816194,1
N11777686,1
N11813425,1
N11860146,1
N11817092,1
14265000024029,1
N11855167,1
N11797163,1
000028424,1
N11816224,1
N11830441,1
N11830472,1
000027433,1
000027554,1
N11802963,1
N11855672,1
N11835309,1
N11817459,1
N11784577,1
N11828178,1
N11825905,1
N11856375,1
N11802816,1
N11822516,1
N11783988,1
380095-20,1
N11771931,1
N11820770,1
N11795467,1
N11824641,1
N11796683,1
3251212-10,1
N11831763,1
4488458-10,1
N11844583,1
N11794610,1
N11800434,1
N11804221,1
N11819739,1
N11771880,1
000028731,1
N11861871,1
N11856649,1
N11812214,1
N11821339,1
N11820117,1
N11833698,1
N11800679,1
N11796387,1
N11855654,1
N11776849,1
N11818753,1
3593245-10,1
3210494-30,1
N11779004,1
N11809420,1
N11811818,1
N11823535,1
N11815994,1
N11812525,1
N11794899,1
N11824481,1
14265000021322,1
N11857272,1
N11802404,1
14265000021454,1
N11826637,1
N11778381,1
658362-20,1
N11856422,1
1530195-70,1
14265000021090,1
N11803314,1
4324360-10,1
14265000024011,1
610637-20,1
N11834132,1
N11861904,1
N11821630,1
N11852887,1
6280419-10,1
N11796408,1
N11814627,1
N11799893,1
000027647,1
N11836718,1
000028152,1
N11823371,1
N11848592,1
N11820040,1
N11819455,1
000028261,1
N11852884,1
N11859878,1
N11798372,1
N11825086,1
1675437-20,1
N11848727,1
N11860838,1
N11795194,1
N11799451,1
N11852413,1
N11801733,1
N11799440,1
000027922,1
N11782467,1
N11802520,1
N11856469,1
N11803104,1
N11815865,1
6045108-10,1
N11798593,1
N11824272,1
000028042,1
N11829215,1
N11802460,1
N11793972,1
N11824811,1
N11860453,1
N11848621,1
N11813520,1
N11813565,1
3604794-10,1
N11801098,1
N11835247,1
N11828745,1
N11830117,1
N11858507,1
000028091,1
3986445-20,1
N11772271,1
N11822027,1
N11811813,1
N11834183,1
N11802825,1
N11777656,1
N11858450,1
N11809243,1
4463850-10,1
N11823679,1
4220721-20,1
N11821761,1
N11828943,1
N11775486,1
N11830222,1
N11809368,1
N11836648,1
3241773-20,1
N11829091,1
N11806205,1
N11843351,1
N11800116,1
N11800022,1
N11801149,1
N11822954,1
000032966,1
N11777346,1
N11792719,1
N11859910,1
N11867633,1
N11819924,1
N11828661,1
N11848913,1
N11833161,1
N11801594,1
N11856803,1
6166340-10,1
N11810985,1
N11855368,1
N11829195,1
N11796649,1
3444667-10,1
N11824444,1
4318033-10,1
N11826315,1
N11858097,1
N11822403,1
N11831170,1
N11858226,1
N11792891,1
N11868859,1
658328-100,1
N11792860,1
N11840365,1
N11815463,1
000028718,1
14265000020084,1
N11802267,1
N11796276,1
N11804538,1
N11802411,1
N11796694,1
N11835937,1
3604788-10,1
2996961-10,1
N11821791,1
N11827569,1
N11800424,1
N11819347,1
N11859685,1
N11798324,1
N11818244,1
N11859588,1
4463925-10,1
N11807616,1
N11810860,1
N11808957,1
N11860238,1
N11805744,1
N11856428,1
N11807418,1
N11807291,1
N11818977,1
N11809763,1
N11844681,1
000027830,1
N11796112,1
N11773779,1
16345-30,1
N11859394,1
N11819379,1
N11832978,1
N11829112,1
N11798285,1
N11801140,1
1313361-30,1
N11815311,1
N11829192,1
N11812766,1
N11833235,1
N11824837,1
14265000022643,1
N11806000,1
N11824313,1
N11868144,1
N11774411,1
N11811670,1
N11814643,1
657982-30,1
N11778151,1
N11803036,1
N11866351,1
N11831780,1
N11809636,1
2842197-20,1
N11830516,1
N11817828,1
N11774114,1
N11811339,1
N11853331,1
N11822901,1
N11823563,1
N11809856,1
N11866704,1
N11818223,1
6255262-10,1
N11840754,1
2610353-30,1
N11866906,1
N11811941,1
000028326,1
N11869587,1
N11798942,1
N11820439,1
3457021-10,1
N11825594,1
6196224-10,1
N11807356,1
14265000023971,1
N11805731,1
N11803025,1
N11830364,1
N11825875,1
N11782936,1
N11774694,1
N11799677,1
N11834754,1
4185396-10,1
N11777166,1
N11795623,1
N11857897,1
1372918-20,1
N11823585,1
N11845100,1
N11861885,1
N11822490,1
N11852877,1
615196-20,1
N11812159,1
N11859407,1
N11866348,1
N11868414,1
N11806746,1
14265000034309,1
N11800509,1
N11782972,1
000027372,1
N11861090,1
N11802248,1
N11833467,1
N11829657,1
N11778779,1
N11833674,1
N11777610,1
N11859976,1
N11803696,1
N11828760,1
N11802902,1
N11816214,1
N11808103,1
N11822933,1
4206069-20,1
N11852495,1
N11866885,1
N11845275,1
N11808953,1
N11800603,1
N11778912,1
N11836787,1
N11827448,1
N11799249,1
N11782305,1
N11844830,1
N11784582,1
4224614-10,1
1575994-780,1
14265000020225,1
N11852454,1
N11824435,1
4212302-10,1
N11838436,1
N11814756,1
4065385-40,1
N11814877,1
N11807905,1
N11829214,1
N11859178,1
N11833042,1
N11866847,1
N11829090,1
000028370,1
N11774199,1
N11809533,1
N11808166,1
N11827969,1
N11818757,1
N11782821,1
14265000024060,1
N11832772,1
N11817686,1
N11805042,1
N11794680,1
N11861848,1
N11819923,1
N11804310,1
N11840945,1
14265000034028,1
14265000021009,1
N11802667,1
N11810919,1
N11852816,1
N11808046,1
14265000028145,1
N11819885,1
N11825267,1
N11796060,1
N11806508,1
N11800359,1
N11808488,1
N11833086,1
000027479,1
N11806874,1
N11835164,1
N11804455,1
N11804984,1
N11828279,1
3340911-10,1
000027869,1
N11827104,1
610580-20,1
N11805891,1
N11822536,1
N11823343,1
N11811135,1
N11818232,1
14265000018369,1
N11772349,1
N11844561,1
N11804266,1
N11852303,1
N11798582,1
3197338-20,1
1575994-770,1
N11856243,1
N11771940,1
5837778-10,1
000027795,1
1658581-20,1
N11798829,1
5680563-10,1
N11823818,1
000027468,1
N11833906,1
N11868940,1
N11778826,1
3149477-20,1
N11804265,1
N11880088,1
N11818201,1
N11825733,1
N11785269,1
000027844,1
3287736-20,1
N11827125,1
N11782440,1
4055870-10,1
14265000025174,1
6056695-10,1
615565-20,1
N11855346,1
4196955-10,1
N11827851,1
N11775198,1
N11811545,1
769759-270,1
3604016-10,1
N11807618,1
N11798540,1
N11803691,1
N11787697,1
N11776310,1
6251699-10,1
N11822910,1
N11857544,1
594377-20,1
N11855416,1
N11822198,1
N11806861,1
N11855528,1
N11775643,1
N11810196,1
3438097-10,1
N11859349,1
N11852512,1
N11809006,1
4203546-10,1
N11802112,1
N11784481,1
N11859441,1
N11827096,1
N11855586,1
N11836822,1
N11805759,1
3521084-10,1
000028721,1
N11826850,1
N11833723,1
N11819800,1
N11817170,1
N11804255,1
N11815958,1
N11816754,1
7409270-10,1
699347-20,1
N11852648,1
N11836800,1
N11831501,1
N11800002,1
N11855467,1
N11777716,1
N11811384,1
4463443-10,1
1864414-160,1
N11779134,1
N11806717,1
N11868238,1
N11813089,1
N11836069,1
N11804451,1
5928526-10,1
N11820132,1
14265000020001,1
14265000029523,1
N11859155,1
N11771990,1
N11827648,1
N11856774,1
N11802158,1
N11818890,1
N11836065,1
N11832452,1
N11804723,1
N11845076,1
N11820362,1
N11828655,1
N11821780,1
N11832514,1
N11825858,1
N11861153,1
N11787681,1
4269623-10,1
N11799093,1
N11859955,1
N11830488,1
000027802,1
N11831765,1
N11836849,1
3424560-20,1
N11814642,1
N11799577,1
N11800275,1
4542304-10,1
N11812244,1
N11844977,1
N11805863,1
N11811189,1
N11818884,1
1659891-30,1
N11870370,1
N11804261,1
N11811716,1
N11814949,1
N11858209,1
N11858980,1
N11844724,1
4318496-20,1
N11832403,1
000028695,1
N11859034,1
N11818695,1
N11807126,1
5824974-10,1
N11817613,1
14265000021629,1
N11798963,1
N11829116,1
N11820095,1
N11772152,1
1388924-20,1
N11795444,1
1318544-60,1
N11852402,1
N11804131,1
N11805251,1
N11858888,1
N11797293,1
N11826670,1
N11857929,1
N11813521,1
4267135-10,1
N11811437,1
N11822793,1
N11795431,1
N11790692,1
N11814140,1
N11796370,1
N11844875,1
N11874837,1
N11836967,1
610686-20,1
N11821756,1
N11799363,1
N11800477,1
14265000023146,1
N11814872,1
N11820772,1
N11811560,1
N11826071,1
N11834522,1
N11803646,1
N11816370,1
1195462-40,1
14265000024896,1
5937260-10,1
N11773050,1
N11776717,1
N11832577,1
N11797236,1
N11829029,1
N11814870,1
N11813716,1
N11821491,1
N11805802,1
N11831957,1
14265000025745,1
N11858880,1
N11828502,1
N11797324,1
N11829946,1
N11804717,1
N11803739,1
3307458-20,1
N11859184,1
N11806390,1
N11836097,1
N11802589,1
N11860122,1
N11835907,1
N11822047,1
N11833983,1
N11778717,1
N11771986,1
N11793469,1
000027416,1
N11779563,1
N11815151,1
N11836927,1
N11848527,1
3614081-10,1
N11804631,1
4681573-10,1
5014739-10,1
N11824531,1
N11852229,1
N11831640,1
N11816127,1
N11830388,1
N11833656,1
6052941-10,1
N11860801,1
N11858511,1
N11793378,1
N11818575,1
603530-20,1
N11811421,1
N11821409,1
N11840565,1
000028571,1
N11829182,1
N11840411,1
N11836411,1
N11807744,1
N11832915,1
N11774426,1
N11831081,1
N11780090,1
N11844787,1
N11814812,1
N11797325,1
20555-30,1
3447244-20,1
000027700,1
N11775208,1
N11818871,1
N11796391,1
N11817840,1
N11796935,1
N11823643,1
N11778932,1
N11798177,1
N11805263,1
N11818734,1
N11800334,1
N11818816,1
000027811,1
14265000020498,1
N11801187,1
000032962,1
N11822729,1
3472978-20,1
N11831490,1
N11797687,1
N11814041,1
N11777776,1
N11799570,1
6050194-10,1
N11778866,1
N11831137,1
N11833476,1
N11807269,1
N11775323,1
N11815628,1
N11795210,1
N11818418,1
N11807635,1
N11834955,1
N11804199,1
N11852228,1
N11809595,1
N11810954,1
N11809598,1
N11798539,1
N11826655,1
N11809055,1
N11860740,1
2495018-70,1
N11792537,1
14265000028111,1
3578024-10,1
N11827494,1
N11811718,1
3438207-10,1
N11831256,1
N11784263,1
N11804956,1
N11807600,1
N11835105,1
N11804086,1
N11792701,1
14265000032287,1
610662-20,1
N11814208,1
N11826259,1
N11868730,1
N11825887,1
N11799580,1
N11860976,1
N11815118,1
N11806323,1
N11827068,1
N11819437,1
N11772004,1
5843040-10,1
N11824747,1
N11775377,1
N11811407,1
N11778956,1
14265000028194,1
N11825731,1
N11827398,1
N11807720,1
N11800512,1
N11844525,1
N11816040,1
N11857910,1
N11806548,1
630281-30,1
N11866596,1
1318449-30,1
N11804931,1
300826-20,1
N11836922,1
N11807758,1
N11818887,1
N11817178,1
000028388,1
N11773721,1
N11792827,1
N11826550,1
N11798125,1
N11835463,1
N11803611,1
N11820144,1
14265000022486,1
000028710,1
N11826622,1
1959352-50,1
N11819311,1
N11818278,1
N11799086,1
1675189-20,1
N11818231,1
N11812010,1
N11859656,1
N11832731,1
2429341-50,1
N11792524,1
N11797692,1
N11856800,1
14265000025141,1
000027921,1
N11863506,1
N11858753,1
N11825848,1
N11775445,1
N11808414,1
N11813491,1
N11859114,1
N11861914,1
734265-30,1
N11808036,1
N11820392,1
N11855768,1
N11777741,1
3597327-10,1
14265000033244,1
N11794890,1
N11802971,1
N11778456,1
N11824971,1
N11833430,1
N11794821,1
N11855287,1
N11860761,1
000028253,1
3463471-10,1
N11849089,1
N11800549,1
N11857557,1
N11861925,1
14265000026370,1
3619405-10,1
N11824359,1
1313167-20,1
000028309,1
N11802803,1
N11859894,1
N11852859,1
N11799631,1
N11825505,1
N11844678,1
14265000031180,1
N11801306,1
678662-20,1
N11830277,1
N11795007,1
N11820078,1
6216571-10,1
N11828905,1
N11815545,1
N11777435,1
N11845071,1
000028535,1
N11808123,1
N11807991,1
N11777684,1
N11834174,1
N11811075,1
4203548-10,1
N11797688,1
1296473-20,1
12854-30,1
000028470,1
N11860873,1
N11798604,1
14265000032824,1
N11798488,1
14265000019326,1
14265000023526,1
671386-60,1
14265000022650,1
N11801933,1
N11829322,1
N11829940,1
N11859503,1
N11801842,1
N11830890,1
N11800149,1
3521073-10,1
N11784198,1
N11833564,1
N11780249,1
N11807102,1
N11777966,1
N11811065,1
N11822180,1
N11802449,1
N11857890,1
2357892-30,1
N11822361,1
N11806198,1
000027559,1
N11808778,1
N11828875,1
N11858461,1
N11834821,1
701785-20,1
N11831774,1
610371-20,1
N11798649,1
N11828031,1
N11801952,1
N11808163,1
N11836898,1
N11814706,1
N11784457,1
N11782733,1
N11816694,1
N11825891,1
N11823711,1
N11795874,1
N11811901,1
N11859138,1
N11801267,1
N11803892,1
5935779-10,1
N11801533,1
N11773559,1
N11809253,1
N11814857,1
7480298-30,1
N11815472,1
N11824713,1
N11798264,1
1744055-20,1
N11823978,1
N11799298,1
N11807645,1
N11829844,1
N11825444,1
N11793403,1
N11779843,1
N11823802,1
N11779109,1
N11804674,1
N11796238,1
N11797695,1
N11813020,1
N11826356,1
3496521-10,1
N11829557,1
N11809793,1
N11770693,1
N11782768,1
N11818820,1
N11858172,1
N11852559,1
N11812753,1
N11834893,1
N11833562,1
1295925-20,1
000027675,1
N11815518,1
N11868200,1
N11827118,1
N11793410,1
N11856500,1
N11804246,1
N11857483,1
N11844708,1
N11821806,1
N11819409,1
N11836603,1
N11820110,1
N11809717,1
N11812970,1
N11826642,1
N11825910,1
N11793407,1
N11803268,1
N11814726,1
N11771923,1
N11822685,1
N11813043,1
N11803014,1
N11819017,1
14265000025984,1
N11814269,1
N11794627,1
N11857489,1
N11829675,1
N11784510,1
N11814255,1
N11822298,1
4212304-10,1
N11816398,1
1671879-20,1
N11796491,1
N11808481,1
N11868718,1
N11866332,1
N11805947,1
N11832482,1
N11818685,1
N11819138,1
000028432,1
N11798447,1
N11858931,1
N11801685,1
14265000026073,1
N11804315,1
N11825746,1
N11798427,1
4023198-10,1
N11855735,1
N11835007,1
N11819860,1
N11857251,1
N11829955,1
N11793358,1
N11868702,1
N11802660,1
N11815102,1
N11811349,1
N11818410,1
N11814970,1
N11811276,1
N11836665,1
000027458,1
N11834511,1
N11859715,1
N11808758,1
N11772057,1
629854-20,1
N11802367,1
N11859292,1
N11858013,1
N11776373,1
N11827669,1
N11775222,1
N11812928,1
N11820228,1
14265000019144,1
N11811404,1
N11817926,1
4316808-10,1
709596-130,1
N11780248,1
N11861897,1
N11813381,1
N11816189,1
N11826871,1
N11799883,1
4261247-10,1
4161474-10,1
N11782495,1
N11835312,1
N11833805,1
N11844674,1
1695539-20,1
N11860092,1
N11823704,1
N11836023,1
N11822775,1
N11815370,1
N11783360,1
N11825826,1
N11803955,1
N11859552,1
N11812269,1
N11801740,1
4155124-10,1
N11827660,1
N11824418,1
N11793359,1
N11826324,1
N11852462,1
N11820831,1
N11861727,1
N11812848,1
N11832169,1
N11804176,1
N11838769,1
3415597-10,1
N11804007,1
N11774107,1
N11794751,1
4085704-10,1
N11825118,1
N11804976,1
N11833524,1
N11802145,1
N11775907,1
N11855198,1
N11815061,1
N11813250,1
N11836073,1
N11787005,1
N11836607,1
N11825596,1
N11857152,1
N11855245,1
N11831297,1
N11855887,1
N11811368,1
N11805659,1
000032971,1
14265000023575,1
610299-30,1
N11819098,1
14265000031602,1
N11855835,1
N11826984,1
N11811997,1
N11824255,1
N11804421,1
N11829915,1
N11800702,1
N11816857,1
N11776864,1
N11795167,1
N11811213,1
N11860912,1
N11805955,1
N11772068,1
N11861235,1
N11796701,1
14265000028939,1
N11848526,1
N11803923,1
N11822884,1
N11827466,1
14265000027089,1
N11859391,1
N11832140,1
N11813555,1
N11830464,1
N11824141,1
N11833721,1
N11816080,1
N11801570,1
N11845070,1
3434234-10,1
N11801341,1
N11826872,1
N11833795,1
000027785,1
N11798403,1
N11812706,1
N11805539,1
N11801835,1
N11858031,1
2587606-70,1
N11818084,1
N11833744,1
N11826381,1
N11824813,1
N11814351,1
1297208-40,1
N11785414,1
5766775-10,1
3525584-10,1
N11811852,1
000028423,1
N11818145,1
N11824508,1
N11793899,1
N11819316,1
3998766-10,1
N11828735,1
N11776224,1
N11826201,1
N11794592,1
N11802785,1
N11793935,1
643194-50,1
N11826686,1
N11833018,1
N11825715,1
N11811645,1
N11858300,1
N11804030,1
N11818119,1
14265000018542,1
N11802320,1
N11802914,1
N11794903,1
N11860085,1
N11778251,1
N11830036,1
14265000023534,1
N11780079,1
N11800486,1
N11802726,1
N11793436,1
N11835251,1
N11814225,1
N11783415,1
N11828769,1
N11798825,1
N11805694,1
N11827473,1
N11827123,1
N11799629,1
N11801537,1
N11805611,1
1305771-20,1
4127601-10,1
N11859136,1
N11798325,1
N11830179,1
N11807716,1
N11859358,1
N11805158,1
N11833642,1
N11804572,1
N11794626,1
N11777671,1
000032892,1
N11809647,1
N11818605,1
N11822136,1
N11805673,1
4120829-10,1
N11826726,1
N11825475,1
N11798018,1
N11809507,1
N11812102,1
508101-40,1
N11868739,1
N11782272,1
N11801980,1
000028010,1
N11810169,1
N11844447,1
6201775-10,1
610190-20,1
N11811156,1
3597372-10,1
000027761,1
N11826133,1
N11784245,1
N11860813,1
N11796299,1
N11799636,1
N11867935,1
N11801364,1
N11845323,1
N11804427,1
N11825639,1
N11833037,1
N11809520,1
N11794950,1
000032915,1
N11801499,1
N11798338,1
N11793460,1
N11829754,1
N11859642,1
N11868703,1
N11794628,1
N11807318,1
N11810723,1
N11803047,1
N11782581,1
N11779389,1
2930159-550,1
N11816187,1
N11849444,1
N11777354,1
N11811329,1
N11832517,1
N11823299,1
N11809764,1
N11819718,1
5823976-10,1
N11800839,1
N11855884,1
N11804112,1
4314413-20,1
N11808706,1
N11840759,1
N11814367,1
N11821682,1
2869602-60,1
N11775938,1
N11804932,1
N11772924,1
N11833494,1
000027438,1
14265000030323,1
1312168-20,1
N11859056,1
N11811337,1
N11795153,1
N11795213,1
4144249-30,1
N11814999,1
N11804267,1
N11792508,1
N11803189,1
N11778527,1
N11812657,1
N11808059,1
N11807484,1
N11867907,1
N11858087,1
N11825685,1
14265000028921,1
N11812400,1
N11825597,1
N11828759,1
N11840572,1
N11816626,1
N11868653,1
N11810930,1
428501-10,1
N11825641,1
N11836733,1
N11822677,1
N11811071,1
N11771882,1
N11809858,1
N11816541,1
N11814896,1
N11806668,1
N11818560,1
N11809476,1
N11807098,1
14265000022361,1
5030216-20,1
N11826114,1
1565307-20,1
N11812240,1
N11798671,1
N11811058,1
N11859944,1
N11849867,1
N11844789,1
2780676-20,1
N11796659,1
N11795524,1
N11808988,1
N11777940,1
N11778991,1
N11833860,1
N11826435,1
N11814286,1
N11861913,1
N11794980,1
N11815003,1
N11801349,1
N11835867,1
N11817483,1
N11875247,1
000028338,1
N11844884,1
N11778909,1
N11818870,1
N11802773,1
N11775342,1
N11820917,1
N11811864,1
N11830653,1
N11805903,1
N11820578,1
N11833072,1
N11817388,1
N11808791,1
N11800110,1
N11861933,1
N11815343,1
N11833257,1
615255-40,1
N11800233,1
N11776718,1
N11814644,1
610344-20,1
N11806603,1
N11820113,1
14265000022379,1
N11800545,1
N11817425,1
N11859173,1
N11830211,1
713997-140,1
N11812221,1
000028563,1
N11835038,1
N11815846,1
N11816134,1
N11832483,1
14265000034432,1
N11800802,1
N11822323,1
7409081-10,1
N11861736,1
N11772971,1
N11822820,1
N11795981,1
N11827375,1
N11836745,1
N11828429,1
2560670-20,1
N11827312,1
N11831694,1
N11852664,1
N11861772,1
N11793508,1
N11825342,1
1750703-30,1
N11775255,1
N11770676,1
N11804280,1
N11833529,1
N11824675,1
N11809592,1
331679-30,1
N11825944,1
N11805785,1
N11803137,1
N11831278,1
5014736-10,1
000028086,1
1301068-30,1
N11802284,1
N11836568,1
610112-30,1
N11867941,1
N11808108,1
3620429-10,1
N11794217,1
N11834737,1
N11829579,1
N11833226,1
N11859702,1
14265000023674,1
N11794190,1
N11841134,1
N11814730,1
N11858502,1
N11823344,1
N11857239,1
N11811185,1
N11814597,1
N11798317,1
N11836003,1
N11795158,1
N11857652,1
N11790701,1
N11777721,1
N11859897,1
N11804258,1
N11833922,1
N11858576,1
N11779144,1
N11802665,1
N11830446,1
N11777491,1
N11827985,1
N11774407,1
N11815607,1
N11776417,1
N11779399,1
N11836499,1
N11820659,1
N11866518,1
N11804355,1
N11797117,1
14265000021405,1
N11828283,1
N11800900,1
000027634,1
N11855377,1
N11824933,1
N11814045,1
N11827269,1
000028360,1
N11832150,1
N11829201,1
N11857268,1
N11808032,1
N11836132,1
N11830495,1
N11777701,1
N11787718,1
N11815754,1
N11807505,1
000028392,1
N11833577,1
N11857463,1
N11867980,1
N11809986,1
N11835608,1
N11785392,1
N11868403,1
N11817813,1
N11803430,1
N11802537,1
N11826097,1
N11811638,1
N11829756,1
N11820356,1
N11869143,1
N11779280,1
N11822306,1
N11811468,1
N11830365,1
679086-20,1
N11799040,1
N11830344,1
424476-10,1
N11833608,1
N11836288,1
N11823447,1
N11829526,1
N11801203,1
N11818831,1
N11825219,1
N11796943,1
000027788,1
N11848995,1
N11776343,1
N11814940,1
000028353,1
N11774710,1
N11775252,1
746002-30,1
000027716,1
N11832712,1
N11779123,1
6196231-10,1
000028049,1
N11820015,1
N11809847,1
N11793458,1
N11832471,1
N11819879,1
N11855383,1
N11836831,1
N11819011,1
N11819439,1
N11811465,1
N11804791,1
N11865858,1
14265000023666,1
N11811130,1
N11836747,1
N11811787,1
N11798444,1
N11822900,1
N11809761,1
N11811620,1
N11797062,1
N11834537,1
N11775436,1
N11865725,1
N11859395,1
N11859633,1
3595519-10,1
N11779740,1
N11812298,1
N11784622,1
N11798666,1
N11799681,1
N11836469,1
N11807162,1
N11829431,1
000027952,1
14265000031347,1
N11867925,1
N11773792,1
N11835137,1
N11777079,1
N11835023,1
000027779,1
14265000029416,1
N11783808,1
N11816443,1
N11803595,1
N11800974,1
1162066-20,1
N11832045,1
N11828165,1
N11815284,1
N11812762,1
N11823788,1
N11860094,1
N11798941,1
N11779030,1
N11805905,1
N11827173,1
5687581-10,1
N11830325,1
N11808138,1
000027538,1
N11830212,1
N11811827,1
N11827602,1
N11804414,1
N11792885,1
N11772326,1
14265000028236,1
N11827464,1
N11829183,1
N11804124,1
N11782561,1
N11770697,1
607045-20,1
N11861029,1
N11774643,1
N11807412,1
14265000026248,1
N11818279,1
N11795472,1
N11828513,1
N11817616,1
N11807221,1
N11782654,1
